"model_name","parent_class_id","parent_id","parent_name","collection_id","collection_name","category_id","category_name","category_rank","child_id","child_name","property_id","property_name","band_id","timeslice_name","sample_name","_date","period_id","value","unit_id","unit_name","interval_id","phase_id","phase_name","period_value"
"Q2 Week1 DA","1","1","System","1","Generator","68","Coal/Steam","1","9","123_3","176","Installed Capacity","1","All Periods",,"31/12/2024 6:30:00 PM","1","350","1","MW","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","68","Coal/Steam","1","9","123_3","191","Available Energy","1","All Periods",,"31/12/2024 6:30:00 PM","1","58.8","2","GWh","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","68","Coal/Steam","1","10","201_3","1","Generation","1","All Periods",,"31/12/2024 6:30:00 PM","1","7.93091835239","2","GWh","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","68","Coal/Steam","1","10","201_3","77","Fuel Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","203.06340843608","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","68","Coal/Steam","1","10","201_3","78","Fuel Transport Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","68","Coal/Steam","1","10","201_3","81","VO&M Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","68","Coal/Steam","1","10","201_3","87","Generation Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","203.06340843608","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","68","Coal/Steam","1","10","201_3","88","Start & Shutdown Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","68","Coal/Steam","1","10","201_3","91","Emissions Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","68","Coal/Steam","1","10","201_3","93","Total Generation Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","203.06340843608","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","68","Coal/Steam","1","10","201_3","104","SRMC","1","All Periods",,"31/12/2024 6:30:00 PM","1","20.9929518988095","33","$/MWh","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","68","Coal/Steam","1","10","201_3","117","Price Received","1","All Periods",,"31/12/2024 6:30:00 PM","1","56.3783899442964","33","$/MWh","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","68","Coal/Steam","1","10","201_3","129","Pool Revenue","1","All Periods",,"31/12/2024 6:30:00 PM","1","447.13240748742","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","68","Coal/Steam","1","10","201_3","133","Net Revenue","1","All Periods",,"31/12/2024 6:30:00 PM","1","285.03466178877","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","68","Coal/Steam","1","10","201_3","176","Installed Capacity","1","All Periods",,"31/12/2024 6:30:00 PM","1","76","1","MW","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","68","Coal/Steam","1","10","201_3","191","Available Energy","1","All Periods",,"31/12/2024 6:30:00 PM","1","12.768","2","GWh","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","68","Coal/Steam","1","11","202_3","1","Generation","1","All Periods",,"31/12/2024 6:30:00 PM","1","5.92862222223","2","GWh","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","68","Coal/Steam","1","11","202_3","77","Fuel Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","153.40211723269","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","68","Coal/Steam","1","11","202_3","78","Fuel Transport Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","68","Coal/Steam","1","11","202_3","81","VO&M Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","68","Coal/Steam","1","11","202_3","87","Generation Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","153.40211723269","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","68","Coal/Steam","1","11","202_3","88","Start & Shutdown Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","6.1682424","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","68","Coal/Steam","1","11","202_3","91","Emissions Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","34","$000","1","4","ST Schedule","1"
